review_text,sentiment
My lips have never felt healthier. The difference even after a couple of days was crazy!,2
"Smells good, feels good on my lips and typically lasts all night but I’m not sure what the hype is about. If your looking for a fancy pants version of Aquaphor, go for it. It is fun to have simple luxuries (and this is one of them) but I’m not sure there is anything super life changing about it.",0
"I like this lip mask, it stays on my lips all night. When I wipe it off in the morning my lips are hydrated and plump.",2
"I am 26 years old. I have dry skin and experience hormonal acne. I like to think of this as a stress-free moisturizer, meaning that I don’t have to worry that it’s not doing it’s job. It’s creamy, moisturizing, and sets in quickly. I saw a review of someone saying it smelled bad but I can’t smell this product hardly at all. It doesn’t break me out and feels gentle. A little of it goes a long way so it’s more lasting that other moisturizers. I saw someone say to not apply makeup after using this due to piling, but I wait for my moisturizer to dry and then use an oil based primer before my foundation.",2
"I have tried several cleansers, but I keep coming back to this one! It leaves my face soft, clean, but not overly stripped and I can use it on my eyes to help remove makeup. It is so gentle and I have nothing negative to say about it!",2
"I am obsessed. I use this product religiously, it’s an important part of my nightly skin care routine now. Rescued my chapped lips. I wake up to plump, soft lips every morning and usually put a thinner layer on before I go to work simply because it smells amazing (like bubble gum) and it’s superior to any other lip treatment. Using this product has noticeably extended the life of my lip filler which is an added bonus.",2
Had received a bag of samples in January and have purchased a lot of the items I’ve tried a few times and love them,2
"The hype is real, would recommend! use a thick layer overnight or throughout the day, it works. A bit more pricey than your usual chapstick but it last longer. Only wish it came in a tube format to make it more hygienic.",2
"This is my favourite Laneige Lip Sleeping Mask flavour. Please make this permanent. Very moisturizing, exactly what I need right now. I already went through the berry mask and currently also have the grapefruit flavour. One pot lasts forever, almost the entire year!",2
"Wasn’t what I expected for the Peppermint. I thought it was going to smell like the peppermint candy and have strong scent. It actually smells like the sweet peppermint candy cane you would hang on a Christmas tree. So it some what smells minty but more like candy, it’s a faint smell it’s just as bad as the peach iced tea scent.",0
"This product does not work at all. This product is more like a lip gloss in a pot! My two dollar chapstick from the gas station works & never lets me down, but I’m over here buying things that don’t even work just because I want to have a cool skincare session. I should’ve just bought the tacha one since it has presentation & just to have a cute lip gloss at least.",0
"Was unsure of this product, thought it might be too harsh on my skin, but it worked well leaving my skin in better condition and very smooth.",2
I don’t often write reviews just for fun but this one is AMAZING. It’s my favorite part of my night time routine. I even wear it during the day.,2
I never write reviews but these pads have been incredibly effective. I think its important to know that when I use them i really rub them in a circular motion around my face until the pad is dry and my skin has absorbed the product. I had a really bad breakout in the fall and it left me with scares and dark spots. It makes me so happy that after about a month of using these my deep acne scars and dark spots are fading considerably. I can take photos with confidence and my roommates have all been amazed to with how my skin is transforming. I will say I did experience a slight purging process with these but it was very minor and lasted only two weeks. Purging is a natural occurance if you are using skin resurfacing ingredients,2
The smell is not too sting but lightly of berries. It is definitely worth the price point. This product cured my years long battle with dry flaky lips. I have spent a bunch of money on different lip balms and masks and this is the only one that has helped my lips.,2
i use this everyday and it keeps my lips hydrated through the night and day.,2
"I absolutely LOVE this stuff.  I’ve been using it for about a week, and I saw a difference within just a couple days.  I live in a super dry climate, and use lip balm/chapstick religiously.  This lip mask leaves your lips moisturized and smooth.  The smell is amazing, the texture is not sticky or tacky, and it is most definitely worth the money.  I will most certainly buy again.",2
It doesn’t have any sent and it doesn’t moisture that good so save your money!! Buy some carmex instead...Ça ne sent rien et ça n’hydrate pas bien non plus alors économise ton argent et achète un carmex à la place!,0
Renew my lips just after my first application! It’s the perfect match to use after any long lasting lipstick. Highly recommended ❤️,2
"I’ve bought this cleanser twice in my lifetime. First time I thought it was super nice because I was looking for a gentle cleanser with a low PH. Smells nice and it’s gentle for sure but sometimes I wondered if it really took my makeup off completely even if I used a makeup wipe prior. More than often, I ended up squeezing way to much product out and ran out in couple months. I eventually forgot about it and my concerns, bought the cleanser AGAIN thinking I’d give it a shot. To me it’s not the best because I don’t find it very effective in terms of makeup removal, bang for the buck, and consistency is a little too jelly like for me. I still think it’s a descent cleanser tho with quality ingredients and would recommend you give it a shot.",2
"i was very dissappointed with this product! did really nothing the first days, after a while it actually got them dryer. I stopped using this product completely after the first week.",0
"I wanted to like this product so much. I have combination skin. I have have sections that are so dry and flaky and others that are pretty normal. Well, this stuff did cure the dryness, but it also made my skin so oily that I was having all kinds of breakouts.",0
OMG like where has this product been my whole life it is so easy to use and my face feels so smooth and radiant my husband constantly ask me if I have makeup on and I keep telling him no it’s this new Alpha Beta products that I’m using absolutely recommend this product not only is it easy and convenient it takes no time at all the results are amazing,2
"I love this stuff! My lips have been EXTREMELY dry since starting accutane and this is the only thing that provides relief. I use it throughout the day, not just at night. I have it in every flavor and love each one.",2
I have dry skin and my lips are very dry. I was given a sample of this in a Sephora store and loved it! I use it every night and on days when my lips need a burst of moisture. The thing I like most about it is it says on!,2
"I don’t write reviews very often but this peel worked so well I felt compelled to share. I’ve used it everyday the past week and already there are several visible improvements. The wrinkles on my forehead are less pronounced, my skin is smoother, and my skin tone looks more even. It also cleared up a couple pimples I had. I don’t have to use as much foundation now. It’s well worth the price!",2
"If you have chapped lips due to the weather or any specific reason this is the product for you! Can be used day or night, preferably night time though. But has a beautiful gloss to it for day time use as well. This product is my holy grail and a must for ever liquid lipstick lover! I put it on every night and everyday before applying my makeup!",2
"I personally have pretty dry lips so I was quite excited to try this product as i’ve seen such good reviews. However, I dont feel as though it lives up to the hype. It gets the job done but I feel like vaseline could perform just as good as well. Just not worth the money in my opinion.",1
"I really wanted to love this. I’ve heard such good things about it from others and for the week I used it I thought it would be the same. When I put it on it’s very soft but when I wake up in the morning my lips are drier than they were before. I didn’t realize the product was the thing doing it until I read other reviews saying the same thing. Very disappointed but glad I got it as part of my birthday gift and not purchasing the whole thing. I know it works for others so I say if you can get a sample, try it because you never know! Not for me but that’s ok.",0
"These are expensive and my skin is oilier than heck when I wake up after using these. However, these peel away my facial skin imperfections without dehydrating my skin. These also do a great job controlling my giant pores. I used this product as a free sample, but have purchased the full size product twice now.",2
"This stuff is amazing! The only lip balm I’ve been able to use is regular old Chapstick, so I was a little skeptical about this mask. I purchased the original flavor but would love to try the others. It feels wonderful on my lips and I swear it even tingles a little! My lips are smooth and have just the tiniest bit of natural tint when I wake up. I also love the adorable little applicator that comes in the box. Definitely worth it.",2
"Smells really nice, almost like grape candy! Definitely worth it😊",2
"I’m 50/50 on this one. I think it works ok and it’s gentle on my face which is nice. I don’t like the smell at all though. I was expecting a subtle/natural smell, but it has a weird strong plastic smell? And although it does feel gentle, I don’t feel like it’s really working to get everything off my face. It just feels like it glides around my skin like a gel. Might finish the bottle but probably won’t buy again...",0
Did not work for me at all.  Used 5 nights and my chapped lips did not improve at all.  So many excellent reviews I had high hopes.,0
This product is fine. It keeps lips hydrated though I wish I noticed more plumping as a result. I feel like the packaging is silly and doesn’t need to be so annoying. It also gets all over my pillow and my boyfriend won’t kiss me after I put it on.,2
"This lip balm is unreal! The formula is incredibly healing. It goes on thick and stays that way until it gets absorbed into your lips. Also, the vanilla fragrance is chef’s kiss delicious. I love using this at night particularly just because time and immobility do magic.",2
"Don’t judge this product over its price!!! I still can’t believe how good this product is. Even though the bottle/ packaging does not look fancy or pretty, but it’s worth it more than any other expensive products out there!! Give it a try!!",2
"I don’t use these regularly (only as needed) as I think that might be a bit harsh for me personally (and expensive). But, my gosh, do these do something amazing to refresh my skin when it is looking a little drab!",2
"My journey of finding a really good lip balm / lip mask is over. First off, I live in Canada where my lips are overall dry most of the time. I also have a bad habit of biting my lips, which definitely does not help. Although, at any point where I put this on, my lips feel brand new. I even bought the new Tatcha lip mask, and it was nothing compared to this. I’m so happy that they have decided to keep the limited edition scents in the line !!!!",2
"It works, period. After I use this I have people ask if I’ve had either a facial or Botox. It is legit. I recommend it to anyone who wants that glowy look for video meetings!",2
save yourself $29 and just buy vaseline. made my lips drier & started to chap after using .,0
"This is a great product! I have done numerous glycolic peels in the past so when this product really didn’t sting that bad at all, my first thought was that I was not going to get any results. Fortunately I was mistaken. I have blackheads, signs of aging and uneven texture and these wipes make my skin much softer and smoother! Results were definitely noticeable to me the first time I used the product. My makeup lays better on my skin and I can tell my acne scars are starting to fade slightly. I have been really disappointed in the past by reviewers claiming other products are the holy grail and I buy it hoping for the same and end up with a terrible breakout and oilier skin. Not the case with this one , if you have doubts try the 5 wipe box and give it a try. I bet you will be glad you did.",2
This mask did not work to provide any relief from dryness and actually caused more damage by increasing the dryness also caused feathering and splitting.,0
"This and the pear/translucent glowy balm are amazing lip products from Laneige. I thought higher end lip products were glorified Vaseline but I was so wrong. Been using for several months in the morning and night, mind you it doesn’t really sink in (more occlusive) and I use an exfoliant and hydrating liquid before applying it but I no longer wake up with dry chapped lips.",2
"My husband loves this moisturizer, but PLEASE bring back the tube packaging for the larger size.  The tub is unsanitary. 5-stars for the product, 0-stars for the new packaging.I’m purchasing multiples of the travel size instead, which will eventually force me to find a new moisturizer for my husband because that’s wasteful and not cost effective.",1
"I’ve been really liking this product. It’s gentle and smells very nice (like cucumbers). I use this product along with a balm to double-cleanse my face. This product doesn’t leave my skin feeling dry which it’s great because I find most cleansers do. 4 starts because it’s a little expensive. Overall, great product!",2
"This mask is saving my lips this winter! The nights I forget to use it, it shows. It also smells delicious. Love it!",2
This is such an awesome lip mask! I actually use it as an everyday lip balm as I find a little goes such a long way and it just keeps my lips super supple through out the day,2
"So I have lip injections (dont judge lol) and my lips were SO dried because of it. Like my lips would literally flake and have so much dried skin everywhere. I was looking for a deep lip treatment for it, and this totally is that. I put it on before I sleep, and when I wake up, it’s like all smoothened out. The smooth unchapped lips last the whole day, and then I restart before I sleep. Totally recommend this if you’re not really a lip-balm applier person throughout the day, like me, and your lips are like intensly chapped.",2
Winter dryness solved! Excellent recommendation. Great Black Friday purchase.,2
I used to have a bad habit of licking my lips and biting them because they were really dry. So I went to Sephora and the worker there told me this might help me. I’m not even kidding when I tell you that this product fixed my month long problem in just about 2 days fully! I already noticed when I first put it on that it already started working.,2
Feels like its moisturizing your lips... but it’s really just sitting on top. Would not buy again. Made my lips dryer,0
Hands down best thing that happened to my lips! I could be so dehydrated and I still get amazing results with this!,2
I’m using it everyday before bad and honestly I can see how much my lips improved! I haven’t used any scrubs in months cause this is my holy grail now!!,2
"This is one of my holy grail products. I use this every single night to keep my lips soft and smooth. When I bought this the first time, my lips were super chapped and I saw drastic improvement after the first use. I reccomend this to anyone who asks!",2
"it’s not bad, nor good. it does its job of hydrating and i have to admit, the scent is just WOWIOW but i don’t think it’s worst $30. unless you have some extra cash, just buy a jar of vaseline ! it’s basically the same. i still recommend this product but in my opinion, it’s just not worth the money.",0
"I have very dry lips even in the summer time, to the point where my lips crack and bleed. I apply this every single night and wake up with soft lips with some product still on. I also like applying this throughout the day as a normal lip balm but it isn’t very long lasting when i use it that way. Regardless it’s the best product I’ve used and i have seen better results on myself compared to Vaseline and Aquaphor. Also i love this scent. You can only smell it if you put your nose close to the product so it’s perfect because i don’t like fragrances",2
I’ve never tried the lip mask until the other day! I’ve been using it every night since I got and it is amazing!!! I’m shocked!! My lips feel so soft the next morning. A must have for the winter time! I feel like a regular size jar of this would last forever!!! You don’t need a lot at all!! Definitely will be repurchasing!!,2
"I’m in my 70’s and a skin care fanatic. I have tried a lot of lip care products and the Laniege mask has helped my lips more than anything. The thing I’ve noticed above everything else is that I don’t have to get filler injections in the lines around my lips as often. In fact, it’s been over a year since I had filler around my lips and they still look good. Over time the mask plumps the lips and keeps the lines at bay. I highly recommend it.",2
i really do like this product i love the outcome after applying but i don’t really see an ACTUAL difference in my lips. when i apply this it moisturizes for about a half hour and they feel dry again. i was looking for something that’ll actually attempt to transform my lips but i’ll still continue to use this. i like it as a gloss too!,2
"i love the smell (and taste lol) of this lip mask, but when i’m wearing it at night, my lips are often more chapped upon waking up. i put a thick, gooey layer on them to ensure it’s not gonna rub off within my first hour of sleep, but that doesn’t make a difference. i do like it during the day because it looks nice, but i have other products that do that and i can’t really justify the price. it’s not horrific, so i will finish the jar, but i won’t be repurchasing.",1
"This is my biggest skincare splurge and my holy grail product. It’s the only exfoliant that I use now. It’s pricy (understatement!), but I buy the extra strength and use it 1-2x/week. The package of 60 lasts me all year, or close to it. More often than twice a week, and my skin just feels overprocessed. The results are worth the cost. My skin (normal, no major issues, mid-thirties - so, normal aging stuff) has never looked better - glowy and smooth. Makeup applies better, but my skin also looks better without makeup - I don’t even own a full-coverage foundation anymore, just some light CC options (Dr. Jart!). I typically use pretty gentle products, but my skin also isn’t particularly sensitive. The extra strength may be too much for more sensitive skin. I started with a sample pack of 5 treatments and was hooked. I’ve been using this peel now for two years. Try it!",2
"My boyfriend got skincare products to have a skincare routine. He did his research and everything. I tried it one night before going to bed and it’s soooo good. I have combination skin, mostly dry, and my skin felt like a baby. I love this one.",2
"very meh: it kind of just sits on your skin, feels really thick and suffocating, and makes you super oily a few hours later.",1
"I have super sensitive skin and it’s always very dry in certain spots, this is the only moisturizer that actually keeps my skin plump without clogging my poors",2
Smells really good and is very nourishing! I don’t think it’s too pricey for all of the product you get and for how little you need to use.,2
"Amazing lip mask/ balm!! This is worth all $22 dollars!! This has a beautiful creamy texture that leaves your lips very soft and the vanilla scent is almost non existent, very mild which is nice! Definitely the most mild scent for all the flavours they offer. Amazing! Don’t hold back! Just get it!! So worth it! My new staple",2
"I’ve was struggling with a damaged moisture barrier for over two weeks after over-treating my skin. I did everything I could to soothe and fix my skin but it always felt tight and dry even if it didn’t look awful. I gave this a shot and I instantly felt changed. I used it day and night for about a week and my moisture barrier was completely healed. I’ve started using it only at night now because it really is a heavy cream even for my dry skin throughout the day. Honestly, though, I think this is my holy grail when it comes to moisturizers.",2
I received this as a sample from Pinchme and this is an awesome product. I was shocked how well it worked for me. My skin now feels and looks so much better. I highly recommend this product. Can’t wait to purchase!!,2
"Hands down the best lip product. I’ve tried do many other lip masks/oils/moisturizers, and always come back to this one. It’s a staple in my skincare routine every night,  and I use it during the day sometimes as well. One container lasts me about a year +, and I even took out some and make my own sugar scrub.",2
"I wanted this to work like everyone says it does, but this product dried my lips out so bad. I tried it again to give it another chance and it just made it worse. Smelled great though.",0
This dried out my lips like no other. I used about half the jar and couldn’t figure out why my lips were so dry. I stopped using this and my lips improved drastically. Buy a chapstick and save some coin.,0
i will never shut up about how much i love this lip sleeping mask! it leaves my lips sooo moisturized and looks like a lip gloss! i think this is so worth it because of how much product there is and how long it lasts. you really don’t need to use a lot of product either. my first one lasted me 2 years!,2
This product saved my lips! I cant live without it now. 10/10,2
"This soy face wash is a game changer. It smells good, is gentle on my skin but can break the bank. I dont use this every day but when i see a break out coming or need to refresh my face in the day this is my go to I received this product complimentary for review purposes.",2
"Holy moly. This lip product is the best thing I’ve every used! stop contemplating on getting it, go to Sephora now and grab one, the berry scent is light and fades after a few minutes. smells sweet but not a chemical scent, It’s a thick product. a little goes a looooong way. I love this. been using it morning and night since I got it two days ago,",2
I love it!  I sometimes even use this on dry elbows or as cuticle cream.  Great product.,2
I used these for 2 months and wanted to love them so badly because I really like Dr. Dennis Gross but they made my skin break out so much :(,0
"I love this product! My lips have always been dry, cracked or peeling, no matter what I put on them. I use this every night as the last step in my skincare, and it has completely transformed my lips! Feels so good on, also the tool they give you to apply is really helpful in not getting your fingers sticky or wasting any product. No more dry, cracked, or peeling lips!",2
"4 stars because I knew the product was good.  I have the vanilla and LOVE IT.  This one works the same, just not much of a smell at all.  Honestly it seems unscented.",2
This is just a tub of watermelon scented Vaseline. It is over priced and doesn’t keep my lips hydrated through out the night.,0
I never even knew about lip masks before I purchased this. I have used many lip balms in the past though and this is by far one of the best ones. I LOVE putting this on every night. My lips feel so moisturized and plump the next day! Even though this may not be a “necessity” for me I don’t think I’ll ever stop buying it because I just love the experience of using it!,2
"I’ve gone through two flavors now (original and sweet candy), and am ordering my third now. They last a long time so the cost is well worth it in my eyes! This is the one product (and laneige’s regular gloss) that truly, actually moisturizes my lips. Almost everything else I’ve tried feels good but makes it worse. This stuff is my holy grail - I’ve given it to my mom, sister, and MIL! When it’s really dry I even use a thin coat during the day. This stuff is the best!",2
I love this product. My lips are very dry and I am constantly having to use chapsticks. Since I have been using Laneige at night my lips are not as dry and flaky as they used to be. My lips were so dry I was constantly “pulling“ dead skin. Now my lips stay moist and hydrated. I love the way my lips feel and look. I use it before going to bed and in the morning.,2
"smooth and refreshing formula! smells like cucumbers, and leaves my face glowing. feels like a cool gel when lathering on face. does not dry out skin",2
"I received this product as a free sample. I normally do not use oils on my face, I’ve always been skeptical.But this gorgeous oil made me realize I want to feel like a Glowing goddess while replenishing my skin.",2
Love this lip mask. Whenever my lips feel a little dry I use this and in the morning my lips feel and look great and hydrated. It’s not sticky but is very glossy and has a lovely scent. A little goes a long way. You get a lot for what you pay.,2
I woke up with chapped lips every morning. As soon as i stopped using my lips went back to normal. Just not for me...,0
This cleanser effectively washes dirt and makeup from my face and I love how it glides on.,2
Love this product so much it’s super hydrating. I loved this product so much I bought two other flavours!!! The scents are really amazing and truly smell delicious. I honestly use this as a daily lip balm cause I love it so much.,2
"The Laneige Lip sleeping masks are my absolute favorite. I was so excited to try the vanilla scent, but the vanilla is very very subtle. It almost has no smell which is a little disappointing. I will still use it up and try a different scent next time!",2
Ok ladies I rarely write reviews unless I feel the product is review worthy and this one fits into this category. You will love this product and your lips will love it even more in the morning. Lipstick goes on ever so smoothly and stays on even with mask wearing. My 69 year old lips just drink this up. Definitely 5 stars,2
Absolutely love this product. You see a difference after just one use! I used to wake up with dry & chapped lips every morning but not anymore! I use it every night before bed and my lips are so plump and hydrated in the morning. This will probably last 4-5 months too! However that doesn’t stop me from wanting every scent haha,2
im getting every flavor nothing has made my lips softer and they never dry out!!!,2
"I wanted to love this, I really did. But honestly I don’t understand the hype. I get inconsistent results with this. Sometimes it softens my lips only a little bit. Most times I wake up seeing and feeling no difference, though. The scent is too artificial for me and I do not enjoy the sticky texture. I received a sample size in the birthday gift so I’ll use it until it’s done, I suppose.",1
"I really love the consistency, fragrance and feel of this cream. It has helped moisturize my body way better than so many other products I’ve used before. I typically apply after a shower. I have used it on my face as an alternative in between another cream I use and it is absorbed well, if I use every day however my skin might still have some blotchy red spots. Overall though other body parts do very well with the cream.",2
"I love trying new skincare products, and this was a new type of product the I had never tried before. I loved it and will definitely be checking out more of what this brand has to offer.",2
"It’s good cleanser,doesn’t trigger acne and doesn’t dry skin also after use.but due to price I would not give it 5 star!",1
"i’m so happy! i use this at night and my lips are great the next day and perfect for lipstick application. due to the change in current events, i also like to wear it under my face mask and it keeps my lips looking fresh all day!",2
This ain’t it... Product feels nice when first applied and smells great. However I find this product chronically chapped my lips - definitely does more harm than good. If you are looking for a great conditioner I recommend the NYX lip conditioner. Much more affordable and much better results imo,0
the texture on this product was amazing....but by morning time i would have the most cracked lips ever with gross leftover residue,0
Don’t get it. This feels slimy and doesn’t get my face anywhere near clean. It is my least favorite cleanser and I have purchased many from Sephora. It goes unused.,0
"Received as part of the 2021 Sephora birthday gift. I find it effective, and the scent is very nice. But if I’m being honest, it doesn’t do anything that you can’t accomplish with something like Vaseline or Aquaphor, so I wouldn’t say it’s worth the price. Also, you should watch out if you’re prone to cracked skin or irritation in the corners of your mouth, aka “angular cheilitis.“ It’s usually caused by an overgrowth of yeast, and lip products like this that contain any type of sugar can feed the yeast and make it worse.",1
I typically don’t write reviews. But this is the holy grail I’ve been waiting for and I need to make sure someone else buys this. I have EXTREMELY dry skin. Even during the summers I have flakiness around my face. I’ve used countless moisturizers but they were either too thick on the skin or it didn’t feel like it did anything. I heard great things about this moisturizer so I had to buy.The first time I put this on my face it actually felt like it did something. The flakiness around my nose has been nearly eradicated and I’ve only been using this for two days. It’s already made such a difference. My face is softer and my face no longer feels tight. The best thing is that a dime size of  this is enough to cover your face. Do yourself a favor and buy this for yourself.,2
Love this product! Have noticed a big difference in my skin so far and I’ve only used it for not even a month yet.. I’m 39 and the aging process is starting to show through..this is the first product I’ve ever used that I actually see making a difference.I have sensitive skin as well that this does not bother one bit. I’m not usually a review writer but this product deserves 5 stars on my behalf..this will be a must for me from now on.,2
"This feels pretty nice when i apply it on my lips at night, but once I wake up in the morning my lips just have this weird residue-y texture almost like a thin tacky film and it doesnt feel that great. For me this basically has the same effects as vaseline, smells amazing tho ill give them that lol",0
My lips were fine before using this product. I used it for about 2 weeks and my lips are constantly dry and burn all the time now. This lip mask honestly makes your lips more dry. Don’t waste your money.,0
My holy grail. Absolutely love this product . Has helped reduce my redness,2
"Everyone needs to have at least one traditional moisturizer in their skincare cabinet to go to when they just need some straight up hydration and smoothness. THIS IS IT!!! My skin is combination but leans more towards oily but this cream just blends right in and absorbs immediately. Doesn’t feel heavy, gets the job done, and it’s great to use either day or night.",2
"30 year old acne prone girl here with lots of red marks from picking. I was using the prescription ACZONE from my derm which was helpful for a while keeping acne at bay, but then a couple months ago I had a huge flare up on my jawline/chin/neck durnig that time of month (i always break out more during that time, but this time it was AWFUL!). So I got the DAILY universal peels first 30 day. Seemed to help some and I didnt have any bad reactions, but progress was not great after two weeks. So I upped it to extra strength.Within the first use I was breaking out all over again. So I stopped and went back to my universal dailies. Skin started to clear up. Then I tried to go back again to extra strength. BREAKING OUT AGAIN.Sticking to the universal ones. Hopefully I’ll see better difference otherwise I don’t get the hype of this product.",0
"Smells amazing, looks amazing, and works. I wake up the next day with the softest lips. It cures my chapped lips literally overnight, and is my winter savior. I’ve even worn it during the day because it leaves your lips looking plump and glossy! Highly recommend.",2
"This product smells amazing, but my lips got drier after each use, which made me think I needed to use it more.",0
"Why oh why oh why did this have to be reformulated to include essential oils? This product is no longer safe for my super sensitive, rosacea prone skin. I’ve been purchasing this product for over five years and now I have an entire tub of it I won’t be able to use because it’s no longer fragrance free. So disappointed. If you have rosacea or very sensitive skin, be cautious using this.",0
"This sleeping mask smells great and is very hydrating. Normally my lips are dry when I wake up but when I use this right before bed, I wake up with lips that feel like I just applied some type of moisturizer. I’ve compared this to other lip moisturizers and I keep going back to this one. Also it lasts very long therefore it’s worth the price.",2
"I have always struggled with finding foundations. I always would blame the foundation itself, when it turns out my skincare was just lacking. I have extremely dry skin which has turned into extremely textured skin. This was making any foundation applied have scales look no matter how light or hydrating it was. Since using these daily my complexion has improved, my face is so much smoother, fine lines have become duller, and my skin tone is more even without any blemishes! I am obsessed! They are quite expensive especially if you use them daily like I do. A tip is to cut them in half every other day and keep the other half in the package and inside a ziplock for use the next day!",2
"I wanted to love this magical potion, but it is essentially $26 Vaseline. I used to do the same thing with my lips at night using petroleum jelly... and this is the same result. Save yourself the cost!",0
"I wanted to like this product! I have normal to dry skin and hoped this would be a nice moisturizer like my vitamin e and jojoba oils. I used it one really dry winter (it may have been the light version) as well as the face butter. This time around though, after using it for two nights, it made my face flare up. I’ve had to deal with the aftermath with aloe Vera and hydrocortisone cream.",0
Has quickly become a holy grail! I use this every night on myself and my children. My son suffers from the worst chapped lips! This is the only thing that has helped heal them! Mine lips are like baby skin each morning when I wake! You need this in your life!,2
"Love these masks. I wish they brought back the apple scent, which was my favorite. I decided to pick this one up because mangoes are my favorite fruit. To my surprise, the mango scent is barely there. It’s not as shockingly smelling like gummy bear, sweet fruit, berry-- I love all of these flavors, so I was surprised that this had a very faint smell.As for the moisturizing factor, these are SO good. I just wish it had a compartment to place the applicator because I get fussy sticking my finger in the pot. It will last you a long time if you don’t contaminate it by putting your finger in the container.",2
"At first I was not impressed by this but I gave it another try and realized I was not being patient enough to see any results and with that being said, for the price being paid for this I’d imagine faster results. So I now use this as a lipgloss more than I do a lip mask. I didn’t buy another one, I’m just using out what’s left of what I bought. And would I recommend it? That’s a hard one. Coz it’s not a lipgloss/chapstick, it’s a mask and I have to remind myself of that. It is very moisturizing so don’t let that go to waste & lip masks aren’t usually found at my local stores so I guess yes I would. The price is steep but it lasts A LONG time. Another selling point for me is that I never have cared w Carmax lip WAX, the smell and taste literally makes me sick when I accidentally lick my lips BUT this is 10x better! It does have that wax feel straight from the container but NOT ON MY LIPS!! That’s what I was first nervous about. I gave it 4stars but I would give it 3.5stars if that were an option. Sorry if I didn’t help much!",2
"So far I really like it. It’s very good on my sensitive skin, no burning or itching after use. It seems like it’s good for my skin type as well, Just after a few days I see a slight difference in how my skin looks texture wise. It’s worth a try.",2
Amazing amazing amazing. Worth the money and worth the extra time since it’s a 2 step process. Helps with everything it claims. Works great for hormonal and cystic acne.,2
"This product is the best I have ever used.  I have had problematic skin since I was a teenager.  I am well past those years, my son is a teenager.  I have been telling everyone to buy this.  It is pricy but well worth every penny.  My husband said my skin looks the best he has ever seen it look, married 17 years.  I feel so good.  I feel free and beautiful.  I am 100% behind this product.  Also, it is so easy to use.  I can’t see why anyone would have a problem putting it into their daily regimen.  Plus you see results in as little as three days.  The difference in your skin is amazing.  Buy this product TODAY!!!!  This is one of those miracle products.  Amazing, and a confidence booster. You’re gonna LOVE it.  So happy for those who try it, your skin is transformed.",2
This product didn’t moisturize my lips and made them dry and peel a few days later,0
"In my opinion it’s the best lip treatment I’ve used. I love the texture when I applying it, and it lasts a long time. I loved everything about it and actually finished it!",2
Been purchasing this for years! Love the way it makes my lips feel hydrated and soft! I use it overnight and in the morning keep my lips rly soft!!,2
I got this product as a sample and now I am obsessed my lips have never been so soft,2
Didn’t work. Ends up drying out your lips overtime,0
"I have discoloration and dark spots for sun damage and acne and it was recommended to me to try an at home peel. I went for this one because it was honestly the top recommended. I am not in love or disappointed. I just think at that price I could go for a real chemical peel that would profit way better results. If I had it like that I’d buy it again, but since I don’t I rather spend what I have wisely.",1
"I received (the original flavor) as a sample and loved it so much I had to get a full size. Both of the flavors I’ve tried so far are fabulous. It doesn’t sting like medicated lip products but it does just as good a job, if not better. It is labeled as a “sleeping mask“ but I use it all the time. Also, it doesn’t really stay on all night (if you talk, eat, lick your lips, etc), but it’s such a pleasure to reapply, it’s really no big deal! The price seems like a lot for a lip product, BUT- consider what you’d pay for a good lipstick, which might be double, and think of it as an investment in your lips-it is! A jar has lasted me at least 4 months already, and I have problematic (read: always chapped) lips. One application of this, and they are well on their way back to... luscious!",2
"Love love love this product. Before I found this the only thing that worked on my winter dry lips was Carmex, which works but it’s not the best smelling or tasting thing out there. This jar is beautiful and big enough I can easily find it in my bedside drawer. It glides right on and soothes my dry lips before bed. It’s a great gloss to bring out natural color in your lips. Worth the splurge! ;)",2
I love how my face feels for several days after use. My face was so smooth and I needed little bit of my serum and moisturizer after using it. I’ve noticed within a week my skin was clear and very soft.,2
Obsessed with this product! If it was affordable I’d definitely use it everyday. Skip the facial and buy these for yourself instead!,2
"Best ever hands down. Any lip mask / balm should never make you reapply all the time. This is one of a kind. One time, one swipe and your lips are supple for weeks. This has got such healing capacity! Don’t think twice. Just buy. Little goes a long way and the tub lasts for more than 7-8 months.",2
"These changed my skin for the better. I haven’t been using for too long, but have noticed way less texture on skin. Very easy to use, doesn’t stink or leave your skin sticky.",2
"I use this almost every night and I wake up with a little left over tackiness which I guess is better than dry lips! I used to use the too faced hangover pillow balm, but that did absolutely nothing for me. Since switching to this lip sleeping mask, I definitely like this much better! The best part about it is a little goes a long way! And it comes with a handy little spatula applicator which is awesome for mess-free use! Only giving it 4 stars because I’m not overly obsessed with it, but it’s not bad.",2
MY FAVOURITE LIP MASK IN THE WHOLE ENTIRE WORLD! SMELLS SO GOOD AND DOES WONDERS FOR DRY LIPS,2
"I absolutely love the La Neige lip mask! However, the Gummy Bear one is not as balmy or as thick as the original, vanilla or sweet candy one. It has a thinner & more slippery consistency. I would definitely recommend this product, just not the Gummy Bear one if you’re looking for a thicker lip mask to get you through the Winter!",1
Went on the hunt to find this product and it was well worth it. I put it on every night before bed and when I’m doing my makeup. My lips have never looked more rejuvenated and soft. Highly recommend.,2
